UnitID,Name,Color,Cost,Rarity,Type,Tribe,Min_HP,Min_ATK,Min_REC,Max_HP,Max_ATK,Max_REC,MaxLvl,Skill Name,Skill Description,CSkill Name,CSkill Description,Ability 1 Name,Ability 1 Description,Ability 2 Name,Ability 2 Description,Ability 3 Name,Ability 3 Description,Ability 4 Name,Ability 4 Description,Ability 1 Unlock,Ability 2 Unlock,Ability 3 Unlock,Ability 4 Unlock
1087, Cosmic Guardian Lemaitre , Green ,55,6, Balanced Type , Academic None ,5049,3622,2680,6312,4528,3350,99, Big Bang STG: Full-Auto ,"Convert up to 22 Yellow Panels to CP + Party DEF boost for 2 turns (absorb Junk, Red Panels for boost).", Atomic Homing Missile V3 ,"High damage to 1 enemy, ultra effect on Samurai + High damage to 1 enemy, ultra effect on Mech.", Protect Break ,"When in front, ignores Protect and can destroy panels.", Panel Break 30 ATK Boost ,"When in front, destroy 30 panels or more during turn to boost ATK.",  ,  ,  ,  ,1,1,  , 
1088, Michelangelo , Green ,30,5, Technical Type , Unidentified None ,2272,1572,928,4544,3143,1856,80, Ambush (March 6th) , Boost Green unit ATK 1 trn. (absorb Green boost) + Recover 1000 HP (recover 300 HP for each Yellow absorbed). , Eat the Boot Sector , Massive damage to 1 enemy + Chance to inflict Virus. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1089, Dawn of Destruction Michelangelo , Green ,45,6, Technical Type , Unidentified None ,3635,2515,1485,6059,4191,2475,99, Bombing (March 6th) , Boost Green unit ATK 2 trn. (absorb Green boost) + Recover 1000 HP (recover 300 HP for each Yellow absorbed). , Capture the Boot Sector , Ultra damage to 1 enemy + Chance to inflict Virus. , Vaccine , Virus ineffective on self. ,  ,  ,  ,  ,  ,  ,30,  ,  , 
1090, Laplace , Yellow ,40,5, Offense Type , Academic Demon ,4190,3130,1171,5238,3913,1463,80, Gear of Condemnation ,"1 panel each to Yellow/Green CBP, Blue Panels to CP.", Nonfiction Space , Massive damage to 1 enemy + Very low ATK boost to self until deactivated. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1091, Prophetic Princess Laplace , Yellow ,55,6, Offense Type , Academic Demon ,3667,2789,1025,7333,5578,2049,99, Call of Fate ,"1 panel each to Yellow/Green CBP, Blue Panels to CP + Chance Red Panels drop as Yellow Bombs, Blue as Green Bombs 2 trn.", Nonfiction Space , Massive damage to 1 enemy + Very low ATK boost to self until deactivated. , Junk Break , Can destroy Junk Panels when in front. , Green Bomb (L) Drop ,"When in front, low chance Green Bombs (L) drop.",  ,  ,  ,  ,1,1,  , 
1092, Ultimate Defender Prince Raven , Green ,50,6, Offense Type , Human None ,3010,2818,891,6020,5636,1782,99, Wind Verschiessen , Convert max 4 panels to SCP + Boost own ATK 1 trn. (absorb Hearts for ultra boost) + Join other attacks 2 trn. , Emera Revolution , Massive damage to 1 enemy. , Junk Break , Can destroy Junk Panels when in front. , White Day Quest Damage , Boost power of own attacks in White Day Quests. ,  ,  ,  ,  ,1,1,  , 
1094, Merksha , Blue ,17,4, Technical Type , Animal Unidentified ,1436,1013,659,2871,2026,1318,60, In Sickness and in Health , Cure Darkness + High boost to Animal ATK and REC for 3 turns , What is Love? , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1095, Love Swearer Merksha , Blue ,26,5, Technical Type , Animal Unidentified ,2506,1891,1054,4104,3097,1727,80, Until Death Do Us Part , Cure Darkness + Massive boost to Animal ATK and REC for 3 turns , This is Love. , Massive damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1096, Ja Ridalsa , Red ,17,4, Technical Type , Unidentified None ,1397,879,640,2793,1757,1279,60, Omnivorous Ruminations ,"Boost Human, Unidentified unit ATK for 2 turns (absorb all Timer Panels for enhanced effect).", The Dream Ja Ridalsa Saw , Medium damage to 1 enemy. Massive effect against Unidentified types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1097, Realist Prodigy Ja Ridalsa , Red ,26,5, Technical Type , Unidentified None ,2234,1406,1023,3659,2302,1676,80, Omnivorous Ruminations ,"Boost Human, Unidentified unit ATK for 2 turns (absorb all Timer Panels for enhanced effect).", The Nightmare Ja Ridalsa Ate , Medium damage to 1 enemy. Ultra effect against Unidentified types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1098, Lupica , Yellow ,30,5, Technical Type , Human Unidentified ,2239,1580,1094,4477,3159,2188,80, Yellow Delusion , Convert Red Panels to Green + Convert Blue Panels to Yellow + Reduce Red Panel rate for 3 turns. , Analytical Past Destruction , Massive damage to 1 enemy. Ultra effect against Deities. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1099, Imaginative Destroyer Lupica , Yellow ,45,6, Technical Type , Human Unidentified ,3582,2527,1751,5969,4212,2918,99, Yellow Delusion , Convert Red Panels to Green + Convert Blue Panels to Yellow + Reduce Red Panel rate for 3 turns. , Exclusive Future Collage , Massive damage to 1 enemy. Ultra effect against Deities. , Junk Break , Can destroy Junk Panels when in front. ,  ,  ,  ,  ,  ,  ,30,  ,  , 
1100, Hokusai , Red ,35,5, Offense Type , Human Samurai ,2233,1991,835,4465,3981,1669,80, Akafuji Drop Shadow ,"Convert Yellow Panels to Red Bombs + 3 trn. Samurai ATK ultra boost, party Red Panel rate high boost.", Strange Wave Control Brush , High damage to 1 enemy + Low damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1101, Author of the World Hokusai , Red ,50,6, Offense Type , Human Samurai ,4158,3362,1335,7112,5751,2283,99, Akafuji Texturing ,"Convert Yellow Panels to Red Bombs + 3 trn. Samurai/Animal ATK ultra boost, party Red Panel rate high boost.", Special Ridge Diffuser Brush , Massive damage to 1 enemy + Low damage to all enemies. , Protect Break ,"When in front, ignores Protect and can destroy panels.",  ,  ,  ,  ,  ,  ,1,  ,  , 
1102, Degas , Green ,38,5, Balanced Type , Animal None ,2550,1682,1170,5100,3363,2340,80, Invective Picture ,"3 trn. Green ATK boost (absorb Red/Blue for mass. boost), REC mass. boost + 1 trn. Yellow damage 50% lower.", Bodyguard Ballerina , Massive damage to 1 enemy + Boost Green unit DEF for 1 turn. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1103, Backstage Mouse Degas , Green ,53,6, Balanced Type , Animal None ,4080,2691,1872,7140,4709,3276,99, Invective Picture ,"3 trn. Green ATK boost (absorb Red/Blue for mass. boost), REC mass. boost + 1 trn. Yellow damage 50% lower.", Mighty Guard Ballerina , Ultra damage to 1 enemy + Boost Green unit DEF for 1 turn. , Protect Break ,"When in front, ignores Protect and can destroy panels.",  ,  ,  ,  ,  ,  ,1,  ,  , 
1104, Klimt , Blue ,20,4, Technical Type , Human Unidentified ,1481,1009,817,2961,2017,1633,60, Alluring Femme Fatale ,"Convert Timer, Yellow Panels to Blue + 4 trn. easy CP spawn for Unidentified units (mass. effect).", Cassius Purple Shadow , Massive damage to 1 enemy. Massive effect against Unidentified types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1105, Sweet Immorality Klimt , Blue ,30,5, Technical Type , Human Unidentified ,2369,1614,1306,3807,2593,2100,80, Alluring Femme Fatale ,"Convert Timer, Yellow Panels to Blue + 4 trn. easy CP spawn for Unidentified units (mass. effect).", Cassius Purple Shadow: Sin , Massive damage to 1 enemy. Ultra effect against Unidentified types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1106, Rafaello , Yellow ,35,5, Offense Type , Human Deity ,2188,1990,860,4376,3980,1720,80, The School of Athens ,"Convert Red, Green Panels to Yellow + For 3 turns easy Yellow Crash Panel spawning (massive effect).", Brush Slash , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1107, Cleansing Breeze Rafaello , Yellow ,50,6, Offense Type , Human Deity ,3501,3184,1376,5988,5446,2353,99, The School of Athens ,"Convert Red, Green Panels to Yellow + For 3 turns easy Yellow Crash Panel spawning (massive effect).", Brush Renaissance , Massive damage to 1 enemy. , Vaccine , Virus ineffective on self. ,  ,  ,  ,  ,  ,  ,1,  ,  , 
1108, Intermirrored Lightwave Fresnel , Yellow ,55,6, Offense Type , Academic Mech ,3351,2556,1375,6702,5112,2750,99, Wave Propagation Grating ,"Convert Red to CP + Yellow unit ATK ultra boost 2 trn. + Mass. easy CP spawn 1 trn., attack if not in front.", Lens of Sanction , Massive damage to 1 enemy. , Junk Break , Can destroy Junk Panels when in front. , 14-Panel Chain ATK Boost ,"When in front, chain 14 panels in 1 tap for own ATK boost. (once per turn)",  ,  ,  ,  ,1,1,  , 
1109, Seki , Red ,40,5, Technical Type , Academic Samurai ,2250,1749,1103,4500,3498,2205,80, Blazing Blade ,"Convert Blue Panels to Crash Panels + Convert Green, Hearts to Red + Red Panel rate ultra boost for 1 turn.", Sonic Impact , Massive damage to 1 enemy + Fixed damage to 1 enemy regardless of DEF. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1110, Scorching Blade Seki , Red ,55,6, Technical Type , Academic Samurai ,3600,2798,1764,6300,4897,3087,99, Final Seething Slash ,"Convert Blue Panels to Crash Panels + Convert Green, Hearts to Red + Red Panel rate ultra boost for 1 turn.", Sonic Impact , Massive damage to 1 enemy + Fixed damage to 1 enemy regardless of DEF. , Vaccine , Virus ineffective on self. , Samurai Damage Boost , Boost strength of own attacks when attacking Samurai units. ,  ,  ,  ,  ,1,1,  , 
1111, Wigner , Blue ,40,5, Offense Type , Academic Animal ,2425,1955,855,4850,3910,1709,80, Reflective Ray Tracing ,"Convert Red Panels to CP + 3 turns, Blue unit ATK massive boost, easy CP spawning (massive effect).", Light in Black , Medium damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1112, Legitimate Crystal Wigner , Blue ,55,6, Offense Type , Academic Animal ,3880,3128,1367,6790,5474,2392,99, Reflective Ray Tracing ,"Convert Red Panels to CP + 3 turns, Blue unit ATK massive boost, easy CP spawning (massive effect).", Light in Good Luck , High damage to 1 enemy. , Schrödinger Challenge Supreme , Ultimate boost to strength of own attacks in the Schrödinger Challenge. , Vaccine , Virus ineffective on self. ,  ,  ,  ,  ,1,1,  , 
1113, Sacred Crystal Beast Wigner , Blue ,55,6, Balanced Type , Academic Animal ,5488,3293,2713,6860,4116,3392,99, Scattershot ,"Convert Hearts to Blue + Convert 2 panels to SCP + 2 turns, lower enemy ATK 40%.", Wigseitz Crystal , Ultra damage to 1 enemy. , Protect Break ,"When in front, ignores Protect and can destroy panels.",  ,  ,  ,  ,  ,  ,1,  ,  , 
1114, Bonanza , Green ,40,5, Technical Type , QUEEN Unidentified ,2318,1508,1463,4636,3016,2925,80, Deadly Algorithm , Convert Yellow Panels to Crash Panels + Convert Red Panels to Hearts. , Enclosed Method , Ultra damage to 1 enemy based on own REC + Immense Virus to all 2 turns + Boost REC 1 turn. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1115, Avarician Queen Bonanza , Green ,55,6, Technical Type , QUEEN Unidentified ,3709,2729,2398,6490,4775,4196,99, Damning Algorithm ,"Convert Yellow to CP, Red to Hearts + Reduce Skill Turns of other units by 1 + Green rate mass. boost 1 turn.", Enclosed Method , Ultra damage to 1 enemy based on own REC + Immense Virus to all 2 turns + Boost REC 1 turn. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.", Easy CP Spawn (high) ,"When in front, 2 less panels required for Crash Panels.",  ,  ,  ,  ,10,60,  , 
1116, Ruler of the Heavens Amaterasu , Red ,45,6, Offense Type , Deity None ,3053,2541,1166,6106,5081,2331,99, Raging Rock ,"Red unit ATK ultra boost, DEF/REC high boost for 3 turns.", Flame of Fury , Massive damage to 1 enemy. , Junk Break , Can destroy Junk Panels when in front. ,  ,  ,  ,  ,  ,  ,30,  ,  , 
1117, Annihilator Azazel , Green ,45,6, Technical Type , Demon None ,3030,2191,1350,6059,4382,2700,99, Devastating Zap ,"Tap count set to 1, panels (except CP, CBP, Magnets, Bombs) to Green 2 turns + Green Panel rate high boost 1 turn.", Scene of Carnage , Damage to 1 enemy (high effect against Humans) + ATK low boost for 1 turn. , Junk Break , Can destroy Junk Panels when in front. ,  ,  ,  ,  ,  ,  ,30,  ,  , 
1118, Galloping Leader Jeanne , Blue ,45,6, Recovery Type , Human Hero ,2324,1226,2604,4647,2452,5207,99, Hellacious Highway , Lower own ATK 60% 3 turns + Add 2 taps for party 1 turn + Easy CP spawn (mass. effect) 3 turns + REC mass. boost. , Cataract Judgment , High damage to 1 enemy + Recover high HP. , Vaccine , Virus ineffective on self. ,  ,  ,  ,  ,  ,  ,30,  ,  , 
1119, Adept Sword Musashi Miyamoto , Yellow ,45,6, Offense Type , Human Samurai ,2676,2793,887,5352,5585,1774,99, Five Rings Dragon Slayer ,"Boost own ATK 3 turns (absorb Blue Panels, Junk for high effect) + Convert 1 panel to SCP (L).", Ganryu Slayer , High damage to 1 enemy twice. , VS Human & Dragon Boost , Boost power of attacks when unit targets Human or Dragon units. ,  ,  ,  ,  ,  ,  ,30,  ,  , 
1120, Quadri-light Beast Qilin , Yellow ,50,6, Offense Type , Deity None ,3211,2676,1160,6421,5352,2319,99, Voltic Meteor , Lower 1 enemy remaining HP 40% + Magnet (Yellow/Heart/Red/Green/Blue) + Add tap for party 2 turns. , Lightning Mortar , Massive damage to 1 enemy. , Protect Break ,"When in front, ignores Protect and can destroy panels.", Red & Blue Resistance 10% , Attacks on self from Red and Blue enemies weakened 10%. ,  ,  ,  ,  ,1,15,  , 
1121, Gleaming Gunslinger Euler , Green ,55,6, Balanced Type , Academic None ,3792,2287,1855,7583,4573,3710,99, Rule of Law ,"Heart, Timer, Damage Panels to CP + Red, Blue Panels to Green Bombs + Red Panels drop as Green Bombs 2 turns.", Dragon Wolf - Endless Blade , Ultra damage to 1 enemy + Damage to all enemies. , Blast Radius Enhance , Enhance bomb blast when in front. , Blast Reduction Ineffective , Blast Reduction ineffective when in front. ,  ,  ,  ,  ,1,1,  , 
1122, Inconceivable Wings Mobius , Blue ,55,6, Balanced Type , Academic Mech ,3255,2388,2017,6510,4775,4034,99, Anti-passive Orientation ,"Convert max 20 panels to CP + Mech, Animal, Unknown, Weapon, Offense unit ATK/REC/DEF high boost 3 turns.", 4-Color Dispersal Chain Reaction ,"Attack 1 unit with Red, Green, Blue then Yellow damage + Low HP recovery.", Junk Break , Can destroy Junk Panels when in front. , Crash Panel Break 10 ATK Boost ,"When in front, destroy 10 or more CP during 1 turn to boost ATK.",  ,  ,  ,  ,1,1,  , 
1123, Swirling Reflections Boole , Blue ,55,6, Balanced Type , Academic None ,3150,2264,1642,6300,4528,3284,99, Soaring Flight of Logic ,"Convert 3 panels to Special Crash Panels (L) + For 3 turns attack even if not in front, ultra boost to party ATK.", Algebra Recovery , Ultra damage to 1 enemy + Boost party REC for 1 turn. , Protect Break ,"When in front, ignores Protect and can destroy panels.", Panel Breaker 30 DEF Boost ,"When in front, destroy 30 panels in turn to boost DEF.",  ,  ,  ,  ,1,1,  , 
1124, Boundless Analyst Lagrange , Red ,55,6, Technical Type , Academic None ,3717,2429,1852,7434,4858,3704,99, Confirmed Multiplier! ,"Green Panels to Red + Boost Red, Blue rate, ATK boost 2 turns (absorb panels except Red, Blue, CP, CBP, Magnets for boost).", Falling Star - A Million Tails , Ultra damage to 1 enemy. , Vaccine , Virus ineffective on self. , Technical/Recovery CP Boost ,"Technical, Recovery types require 1 less panel for Crash Panels.",  ,  ,  ,  ,1,1,  , 
1125, Multiple Realities Schrödinger , Red ,55,6, Technical Type , Academic Animal ,3371,2269,1744,6741,4538,3488,99, Scarlet Cat's Wave Function ,"Convert Green Panels to Red + For 2 turns, party easy CP spawning (immense effect) + Reduce Green Panel rate for 1 turn.", Cyanide Negentropy , Ultra damage to 1 enemy. , Protect Break ,"When in front, ignores Protect and can destroy panels.", Junk Break , Can destroy Junk Panels when in front. ,  ,  ,  ,  ,1,1,  , 
1126, Final Calculation Turing , Green ,55,6, Stamina Type , Academic Mech ,4504,1505,1568,9007,3009,3136,99, Jade Thesis ,"Convert Blue, Red to Heart Bombs + 2 trn., add 1 tap, absorb Yellow for DEF boost + No Hearts, Yellow.", Enigma Extinction , Massive damage to 1 enemy based on own max HP + High HP recovery. , Vaccine , Virus ineffective on self. , 12-Panel Chain REC Boost ,"When in front, chain 12 panels in 1 tap for own REC boost. (once per turn)",  ,  ,  ,  ,1,1,  , 
1127, Truthful Paradox Hempel , Blue ,55,6, Offense Type , Academic Animal ,3780,2929,1507,7560,5857,3014,99, White Crow Pseudo Paradox ,"Convert Red, Hearts to CP + Yellow Panels to Green + 2 Blue Panels to Green + Raise Fever Gauge 20%.", Crow's Truth Cross , Immense damage to all enemies + Party REC boost 1 turn. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.", Vaccine , Virus ineffective on self. ,  ,  ,  ,  ,1,1,  , 
1128, Deepest Starlight Hubble , Yellow ,55,6, Technical Type , Academic None ,3171,2419,2013,6341,4837,4025,99, Gleaming Deep World ,"Convert 3 random panels to SCP (L) + Red, Blue, Green Panels to Hearts.", Nebula Integration , Ultra damage to 1 enemy based on own REC + Boost party REC for 1 turn. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.", Panel Breaker 40 ATK Boost ,"When in front, destroy 40 panels in turn to boost ATK.",  ,  ,  ,  ,1,1,  , 
1129, Red Hare , Red ,17,4, Offense Type , Animal None ,1740,1558,386,3480,3116,771,60, Mad Hare Ignition ,"For 2 turns, Samurai and Animal ATK high boost, extra tap.", Rabbit Turbo , High damage to 1 enemy. Effective against Samurai. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1130, Crimson Steel Red Hare , Red ,26,5, Offense Type , Animal None ,2784,2493,617,4560,4083,1011,80, Mad Hare Combustion ,"For 2 turns, Samurai and Animal ATK massive boost, extra tap.", Rabbit Drift , High damage to 1 enemy. Massive effect against Samurai. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1131, Dong Zhuo , Green ,30,5, Stamina Type , Samurai Human ,3328,1215,764,6656,2429,1528,80, Violent Paranoia ,"Reduce 1 enemy HP 10% + Boost Samurai unit Skill Gauge, for 2 turns high boost to ATK.", General's Greed , Fixed high damage to 1 enemy regardless of DEF. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1132, Insane Prejudice Dong Zhuo , Green ,45,6, Stamina Type , Samurai Human ,5324,2211,1222,8874,3685,2037,99, Violent Escalation ,"Reduce 1 enemy HP 10% + Boost Samurai unit Skill Gauge, for 2 turns massive boost to ATK.", Death Bringer , Fixed massive damage to 1 enemy regardless of DEF. , Junk Break , Can destroy Junk Panels when in front. ,  ,  ,  ,  ,  ,  ,30,  ,  , 
1133, Diaochan , Yellow ,30,5, Technical Type , Samurai Human ,1985,1473,1023,3969,2945,2045,80, Form of Peerless Beauty , Convert Yellow Panels to Yellow Bombs + Convert Hearts to Heart Bombs. , Forbidden Love , High damage to 1 enemy twice. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1134, Dazzling Charmer Diaochan , Yellow ,45,6, Technical Type , Samurai Human ,3175,2513,1931,5292,4189,3218,99, Enchanted Song and Dance , Convert Yellow Panels to Yellow Bombs + Convert Hearts to Heart Bombs. , Forbidden Love , High damage to 1 enemy twice. , Protect Break ,"When in front, ignores Protect and can destroy panels.",  ,  ,  ,  ,  ,  ,30,  ,  , 
1135, Lü Bu , Green ,35,5, Offense Type , Samurai Human ,2495,2192,629,4990,4383,1257,80, Invincible Warrior , Convert Hearts to Crash Panels. , Sky Piercer , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1136, Vicious Warlord Lü Bu , Green ,50,6, Offense Type , Samurai Human ,3992,3507,1006,6829,5998,1720,99, Hundred-Rider Annihilator ,"Convert Hearts to Crash Panels + For 1 turn, 2 extra taps, massive ATK boost + No Hearts spawn.", Sky Piercer: Red Hare , Massive damage to 1 enemy. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.", Skill Bind Ineffective , Skill Bind ineffective on self. ,  ,  ,  ,  ,1,15,  , 
1137, Zhuge Liang , Red ,38,5, Technical Type , Samurai Human ,2408,1611,1103,4815,3222,2205,80, Will-Breaker Stance ,"Damage taken 30% lower, party ATK boost (absorb Blue, Hearts for boost), easy CP spawn (mass. effect) 1 turn.", Tactician's Trap , High damage to 2 units. Ultra effect against Humans and Animals. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
